district_code,district_name,category,student_group,2021_2022_student_count_year_to_date,2021_2022_attendance_rate_year_to_date,2020_2021_student_count,2020_2021_attendance_rate,2019_2020_student_count,2019_2020_attendance_rate,reporting_period,date_update,attendance_cluster,risk_label
20011,Ansonia School District,High Needs,Students With High Needs,0.0030483843562911657,0.7146792601338059,0.003110435581931655,0.626081170991351,0.003104307078528346,0.697040864255519,Jun-22,2022-07-22,0,Medium Risk
30011,Ashford School District,Unknown,All Students,0.0006456578013652764,0.8488783943329397,0.0006531309971133222,0.8875582168995346,0.0006452552102390984,0.8050728041333963,Jun-22,2022-07-22,1,Low Risk
30011,Ashford School District,Students With Disabilities,Students With Disabilities,5.197245459906249e-05,0.8268398268398269,5.442758309277685e-05,0.895209580838324,7.082069380673033e-05,0.7501174260216068,Jun-22,2022-07-22,1,Low Risk
30011,Ashford School District,Free/Reduced Lunch,Free Meal Eligible,0.00014392372042817307,0.7929948839039747,0.00015723524004579981,0.7980705256154361,0.0006767310741532008,0.7595115077501173,Jun-22,2022-07-22,0,Medium Risk
30011,Ashford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,1.998940561502398e-06,0.7957497048406137,1.6126691286748698e-05,0.845642049234864,0.0006767310741532008,0.7595115077501173,Jun-22,2022-07-22,1,Low Risk
30011,Ashford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.00018590147221972354,0.7933884297520661,0.00021367865954942023,0.8083832335329348,0.0002163965644094538,0.7543447627994366,Jun-22,2022-07-22,0,Medium Risk
30011,Ashford School District,Race/Ethnicity,Hispanic/Latino of any race,2.1988346176526444e-05,0.7796143250688705,1.411085487590511e-05,0.8403193612774453,3.934482989262795e-06,0.6961014560826682,Jun-22,2022-07-22,0,Medium Risk
30011,Ashford School District,Race/Ethnicity,White,0.0005257213676751321,0.8646202282565913,0.0005483075037494557,0.9035262807717901,0.0005468931355075285,0.8154062940347577,Jun-22,2022-07-22,1,Low Risk
30011,Ashford School District,High Needs,Students Without High Needs,0.00033782095489390626,0.8787878787878785,0.0003205179893241304,0.9328010645375917,0.00031869312213028645,0.8431188351338657,Jun-22,2022-07-22,1,Low Risk
30011,Ashford School District,High Needs,Students With High Needs,0.0002498675701878005,0.8083431719795358,0.00027213791546388426,0.8310046573519632,0.0002872172582161841,0.7632691404415217,Jun-22,2022-07-22,1,Low Risk
40011,Avon School District,Unknown,All Students,0.0060707824852828,0.9071231798504522,0.006194665290522343,0.911177644710579,0.006133858980260698,0.8041333959605446,Jun-22,2022-07-22,1,Low Risk
40011,Avon School District,Students With Disabilities,Students With Disabilities,0.0006076779306967308,0.8087367178276264,0.0005745133770904223,0.8073852295409187,0.0006098448633357333,0.728041333959605,Jun-22,2022-07-22,0,Medium Risk
40011,Avon School District,Free/Reduced Lunch,Free Meal Eligible,0.0004117817556694952,0.7843368752459661,0.0003305971713783483,0.7551563539587494,0.00043869485330280173,0.7130108031939884,Jun-22,2022-07-22,0,Medium Risk
40011,Avon School District,Free/Reduced Lunch,Reduced Price Meal Eligible,7.995762246009614e-05,0.7359307359307357,6.24909287361512e-05,0.8230206254158356,5.3115520355047736e-05,0.7017379051197752,Jun-22,2022-07-22,0,Medium Risk
40011,Avon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0005317181893596394,0.774104683195592,0.00043340482833137124,0.7701264138389892,0.0005311552035504773,0.7111319868482857,Jun-22,2022-07-22,0,Medium Risk
40011,Avon School District,English Learners,English Learners,0.00011194067144413462,0.8902007083825265,0.00014110854875905112,0.9045242847638062,0.00016524828554903743,0.7346171911695629,Jun-22,2022-07-22,1,Low Risk
40011,Avon School District,Race/Ethnicity,All other races,0.0013832668685596632,0.9409681227863049,0.001445354706574852,0.9574184963406522,0.0014459224985540775,0.8323156411460788,Jun-22,2022-07-22,1,Low Risk
40011,Avon School District,Race/Ethnicity,Black or African American,0.0003178315492788822,0.8154269972451789,0.0003064071344482252,0.8040585495675319,0.0002793482922376585,0.7548144668858621,Jun-22,2022-07-22,0,Medium Risk
40011,Avon School District,Race/Ethnicity,Hispanic/Latino of any race,0.00040178705286198315,0.8646202282565913,0.00041526230063377895,0.8423153692614775,0.00038361209145312255,0.7745420385157358,Jun-22,2022-07-22,1,Low Risk
40011,Avon School District,Race/Ethnicity,White,0.0038479605808921275,0.9075167256985437,0.003906690964214872,0.9108449767132405,0.003906941608337956,0.8008454673555665,Jun-22,2022-07-22,1,Low Risk
40011,Avon School District,High Needs,Students Without High Needs,0.004811449931536286,0.9307359307359309,0.00500129013530294,0.9311377245508985,0.00493974339301944,0.822451855331142,Jun-22,2022-07-22,1,Low Risk
40011,Avon School District,High Needs,Students With High Needs,0.0011333992983718628,0.8142463597009049,0.0010603299521037269,0.8203592814371263,0.0011547707573486305,0.7261625176139033,Jun-22,2022-07-22,0,Medium Risk
50011,Barkhamsted School District,Unknown,All Students,0.0003578103605089303,0.8473042109405742,0.0003487396990759406,0.9367930805056557,0.0003521362275390202,0.7994363550962893,Jun-22,2022-07-22,1,Low Risk
50011,Barkhamsted School District,Students With Disabilities,Students With Disabilities,4.9973514037560094e-05,0.7756788665879575,4.838007386024609e-05,0.8968729208250172,7.082069380673033e-05,0.7820573038985437,Jun-22,2022-07-22,1,Low Risk
50011,Barkhamsted School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,4.797457347605768e-05,0.8213301849665484,4.63642374494025e-05,0.9128409846972727,6.688621081746754e-05,0.7806481916392674,Jun-22,2022-07-22,1,Low Risk
50011,Barkhamsted School District,Race/Ethnicity,White,0.000311834727594375,0.8492719401810307,0.00031245464368075604,0.9351297405189625,0.00031869312213028645,0.7956787224048858,Jun-22,2022-07-22,1,Low Risk
50011,Barkhamsted School District,High Needs,Students Without High Needs,0.00020788981839625002,0.8724911452184179,0.00019755196826267153,0.9577511643379912,0.00018295345900072,0.8186942226397376,Jun-22,2022-07-22,1,Low Risk
50011,Barkhamsted School District,High Needs,Students With High Needs,0.0001059438497596274,0.8024399842581658,0.00010280765695302294,0.9041916167664676,0.00012983793864567225,0.7740723344293094,Jun-22,2022-07-22,1,Low Risk
70011,Berlin School District,Unknown,All Students,0.005183252875975733,0.8614718614718613,0.005362124852843942,0.8848968729208253,0.005272207205612146,0.7942696101456086,Jun-22,2022-07-22,1,Low Risk
70011,Berlin School District,Students With Disabilities,Students With Disabilities,0.0007296133049483774,0.7548209366391183,0.0007720653453530938,0.7874251497005988,0.0007436172849706683,0.6975105683419454,Jun-22,2022-07-22,0,Medium Risk
70011,Berlin School District,Free/Reduced Lunch,Free Meal Eligible,0.0008175666896544831,0.7426210153482882,0.0009756648228482961,0.7654690618762476,0.0009521448834015964,0.7083137623297331,Jun-22,2022-07-22,0,Medium Risk
70011,Berlin School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0002158855806422596,0.7847304210940571,0.00021367865954942023,0.8815701929474384,0.00012393621416177807,0.7853452325035235,Jun-22,2022-07-22,1,Low Risk
70011,Berlin School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0010734310815267907,0.7520661157024793,0.0012296602106145883,0.788755821689954,0.0011154259274560026,0.7195866604039454,Jun-22,2022-07-22,0,Medium Risk
70011,Berlin School District,English Learners,English Learners,0.00014992054211268027,0.7945690672963397,0.00017134609492170492,0.8037258815701933,0.00014951035359198625,0.7242837012682006,Jun-22,2022-07-22,0,Medium Risk
70011,Berlin School District,Race/Ethnicity,All other races,0.00034381777657841345,0.8890200708382525,0.0003608347175410021,0.8772455089820363,0.00033443105408733763,0.8248003757632691,Jun-22,2022-07-22,1,Low Risk
70011,Berlin School District,Race/Ethnicity,Black or African American,8.795338470610576e-05,0.83392365210547,0.00011490267541808448,0.8306719893546246,8.45913842691501e-05,0.7524659464537349,Jun-22,2022-07-22,1,Low Risk
70011,Berlin School District,Race/Ethnicity,Hispanic/Latino of any race,0.0005936853467662139,0.7469500196772922,0.0006067667596639197,0.776779773785762,0.0005764017579269995,0.7012682010333489,Jun-22,2022-07-22,0,Medium Risk
70011,Berlin School District,Race/Ethnicity,White,0.004037859934234856,0.8780007870916959,0.0041586705155703205,0.9041916167664676,0.004158748519650775,0.8060122123062472,Jun-22,2022-07-22,1,Low Risk
70011,Berlin School District,High Needs,Students Without High Needs,0.003470160814768173,0.9039748130657217,0.0035136028641003726,0.9218230206254163,0.003576445037239881,0.8257397839361209,Jun-22,2022-07-22,1,Low Risk
70011,Berlin School District,High Needs,Students With High Needs,0.0016411302009934734,0.7748917748917745,0.0017860310600074183,0.8123752495009984,0.001656417338479637,0.7256928135274778,Jun-22,2022-07-22,0,Medium Risk
80011,Bethany School District,Unknown,All Students,0.0007416069483173918,0.9197166469893743,0.0006773210340434453,0.9165003326679977,0.0006570586592068869,0.7994363550962893,Jun-22,2022-07-22,1,Low Risk
80011,Bethany School District,Students With Disabilities,Students With Disabilities,6.796397909108173e-05,0.8972845336481696,5.644341950362044e-05,0.8978709248170329,5.114827886041634e-05,0.776890558947863,Jun-22,2022-07-22,1,Low Risk
80011,Bethany School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,5.996821684507211e-05,0.8862652499016135,5.241174668193327e-05,0.7817697937458417,5.7050003344310544e-05,0.7209957726632226,Jun-22,2022-07-22,1,Low Risk
80011,Bethany School District,Race/Ethnicity,All other races,4.3976692353052873e-05,0.9161747343565523,0.0006692576884000709,0.8356620093147042,1.5737931957051186e-05,0.8619069985908876,Jun-22,2022-07-22,1,Low Risk
80011,Bethany School District,Race/Ethnicity,White,0.0005736959411511899,0.9244391971664698,0.0005442758309277685,0.9184963406520299,0.0005429586525182657,0.8046031000469709,Jun-22,2022-07-22,1,Low Risk
80011,Bethany School District,High Needs,Students Without High Needs,0.0005197245459906249,0.9295552931916569,0.0004777532293699301,0.939121756487026,0.00047213795871153553,0.8168154062940349,Jun-22,2022-07-22,1,Low Risk
80011,Bethany School District,High Needs,Students With High Needs,0.0001699099477277043,0.8953168044077131,0.00015118773081326903,0.8549567531603461,0.00014557587060272343,0.7510568341944577,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,Unknown,All Students,0.006160734810550408,0.8748524203069654,0.0061120159976777565,0.8729208250166338,0.006019758973572077,0.794739314232034,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,Students With Disabilities,Students With Disabilities,0.0007695921161784254,0.8075560802833532,0.000707558580206099,0.7508316699933468,0.0007219776285297229,0.7332080789102866,Jun-22,2022-07-22,0,Medium Risk
90011,Bethel School District,Free/Reduced Lunch,Free Meal Eligible,0.0013312944139606008,0.8158205430932703,0.0014231805060555727,0.7747837658017303,0.0014793656039628113,0.7538750587130112,Jun-22,2022-07-22,0,Medium Risk
90011,Bethel School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.00039379129061597356,0.887052341597796,0.00042937315550968405,0.8636061210911516,0.00038361209145312255,0.8017848755284174,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0017650645158066225,0.8331365604092875,0.0018928703897821285,0.7967398536260815,0.0019023225253085618,0.7642085486143735,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,English Learners,English Learners,0.00029384426254085334,0.8366784730421095,0.0003285813349675047,0.7854291417165675,0.00039738278191554235,0.7679661813057779,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,Race/Ethnicity,All other races,0.000727614364386875,0.9142070051160958,0.0006894160525085068,0.9208250166334002,0.0006668948666800438,0.8215124471582902,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,Race/Ethnicity,Black or African American,0.0002158855806422596,0.885871704053522,0.00018344111338676643,0.85395874916833,0.00015934656106514323,0.7895725692813524,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,Race/Ethnicity,Hispanic/Latino of any race,0.0014472329665277401,0.8622589531680442,0.0013465787224435162,0.8220226214238195,0.0013082155939298796,0.8013151714419919,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,Race/Ethnicity,White,0.003650065465303389,0.8709169618260528,0.003771629924688352,0.8825681969394545,0.0037672674622191266,0.7876937529356507,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,High Needs,Students Without High Needs,0.0036000919512658293,0.9031877213695392,0.003493444499991937,0.9254823685961413,0.0035115260679170453,0.815875998121184,Jun-22,2022-07-22,1,Low Risk
90011,Bethel School District,High Needs,Students With High Needs,0.002390732911556875,0.835104289649744,0.0024633520940508637,0.8040585495675319,0.0024688880757624044,0.7642085486143735,Jun-22,2022-07-22,1,Low Risk
110011,Bloomfield School District,Unknown,All Students,0.0034261841224151202,0.8425816607634791,0.0034994920092244674,0.8326679973386564,0.003714151941864079,0.7801784875528419,Jun-22,2022-07-22,1,Low Risk
110011,Bloomfield School District,Students With Disabilities,Students With Disabilities,0.0006976302559643389,0.7768595041322315,0.0006611943427566965,0.7395209580838324,0.0006767310741532008,0.730389854391734,Jun-22,2022-07-22,0,Medium Risk
110011,Bloomfield School District,Free/Reduced Lunch,Free Meal Eligible,0.0015092001239343147,0.7981109799291617,0.0017699043687206695,0.776779773785762,0.0019456018381904523,0.7515265382808831,Jun-22,2022-07-22,0,Medium Risk
110011,Bloomfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.00028584850029484375,0.8492719401810307,0.00034470802625425343,0.8436460412508322,0.0003501689860443888,0.7975575387505875,Jun-22,2022-07-22,1,Low Risk
110011,Bloomfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0018350274354592066,0.8071625344352618,0.0021549291231917947,0.788755821689954,0.0023351156541274692,0.7590418036636919,Jun-22,2022-07-22,0,Medium Risk
110011,Bloomfield School District,English Learners,English Learners,0.00013392901762066103,0.8142463597009049,0.00011288683900724088,0.7824351297405197,0.00011410000668862107,0.7294504462188822,Jun-22,2022-07-22,0,Medium Risk
110011,Bloomfield School District,Race/Ethnicity,All other races,0.0001619141854816947,0.8118850846123573,0.00013102936670483317,0.8283433133732538,0.00015344483658124905,0.758102395490841,Jun-22,2022-07-22,1,Low Risk
110011,Bloomfield School District,Race/Ethnicity,Black or African American,0.002504672523562512,0.8634395907123178,0.002687109935654502,0.8466400532268796,0.002864303616183315,0.8013151714419919,Jun-22,2022-07-22,1,Low Risk
110011,Bloomfield School District,Race/Ethnicity,Hispanic/Latino of any race,0.0005517075949746634,0.7733175914994095,0.0004676740473157122,0.7544910179640723,0.00046230175123837845,0.6899953029591366,Jun-22,2022-07-22,0,Medium Risk
110011,Bloomfield School District,Race/Ethnicity,White,8.795338470610576e-05,0.7878787878787881,9.272847489880502e-05,0.8453093812375254,0.00011606724818325249,0.7050258337247532,Jun-22,2022-07-22,0,Medium Risk
110011,Bloomfield School District,High Needs,Students Without High Needs,0.001173378109601911,0.8949232585596221,0.0010482349336386654,0.9128409846972727,0.0011154259274560026,0.8238609675904183,Jun-22,2022-07-22,1,Low Risk
110011,Bloomfield School District,High Needs,Students With High Needs,0.002138866400807572,0.8134592680047223,0.0023766711283845893,0.79707252162342,0.0025593811845154484,0.7599812118365437,Jun-22,2022-07-22,0,Medium Risk
120011,Bolton School District,Unknown,All Students,0.0014492319070892425,0.8976780794962611,0.0014735764163266623,0.8652694610778444,0.0014695293964896543,0.7604509159229691,Jun-22,2022-07-22,1,Low Risk
120011,Bolton School District,Students With Disabilities,Students With Disabilities,0.00011993643369014423,0.7855175127902401,0.00012498185747230242,0.655023286759814,0.00013180518014030366,0.672616251761391,Jun-22,2022-07-22,0,Medium Risk
120011,Bolton School District,Free/Reduced Lunch,Free Meal Eligible,0.0002578633324338101,0.7406532861078317,0.00027616958828557145,0.5971390552228879,0.0002950862241947097,0.6918741193048383,Jun-22,2022-07-22,0,Medium Risk
120011,Bolton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,2.1988346176526444e-05,0.7937819756001572,1.2095018465061523e-05,0.723552894211577,3.934482989262795e-06,0.6378581493658997,Jun-22,2022-07-22,0,Medium Risk
120011,Bolton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0003198304898403846,0.7500983864620228,0.0003285813349675047,0.6151031270791756,0.00033836553707660045,0.6852982620948804,Jun-22,2022-07-22,0,Medium Risk
120011,Bolton School District,Race/Ethnicity,All other races,6.196715740657451e-05,0.8823297914207004,6.652260155783838e-05,0.8080505655355958,5.7050003344310544e-05,0.7313292625645849,Jun-22,2022-07-22,1,Low Risk
120011,Bolton School District,Race/Ethnicity,Black or African American,3.198304898403846e-05,0.8138528138528138,3.2253382573497395e-05,0.6207584830339328,4.131207138725935e-05,0.7083137623297331,Jun-22,2022-07-22,0,Medium Risk
120011,Bolton School District,Race/Ethnicity,Hispanic/Latino of any race,0.00013792689874366583,0.778827233372688,0.00012498185747230242,0.7015968063872258,0.00013377242163493505,0.7388445279473936,Jun-22,2022-07-22,0,Medium Risk
120011,Bolton School District,Race/Ethnicity,White,0.0010974183682648196,0.9224714679260129,0.001128868390072409,0.9085163007318697,0.0011193604104452655,0.7693752935650542,Jun-22,2022-07-22,1,Low Risk
120011,Bolton School District,High Needs,Students Without High Needs,0.0009774819345746753,0.9500196772924041,0.000981712332080827,0.955755156353959,0.000983620747315699,0.7928604978863323,Jun-22,2022-07-22,1,Low Risk
120011,Bolton School District,High Needs,Students With High Needs,0.0004157796367925,0.781188508461236,0.0004354206647422148,0.6699933466400534,0.0004465638192813273,0.6918741193048383,Jun-22,2022-07-22,0,Medium Risk
130011,Bozrah School District,Unknown,All Students,0.0002778527380488341,0.8976780794962611,0.000288264606750633,0.9204923486360612,0.0002950862241947097,0.7994363550962893,Jun-22,2022-07-22,1,Low Risk
130011,Bozrah School District,Students With Disabilities,Students With Disabilities,1.5991524492019223e-05,0.8402203856749311,1.2095018465061523e-05,0.8386560212907521,1.967241494631398e-05,0.6829497416627524,Jun-22,2022-07-22,1,Low Risk
130011,Bozrah School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,8.795338470610576e-05,0.8823297914207004,8.668096566627424e-05,0.8998669328010651,9.83620747315699e-05,0.7571629873179901,Jun-22,2022-07-22,1,Low Risk
130011,Bozrah School District,Race/Ethnicity,Hispanic/Latino of any race,7.995762246009612e-06,0.8929555293191651,0.0006692576884000709,0.8356620093147042,0.0006767310741532008,0.7595115077501173,Jun-22,2022-07-22,1,Low Risk
130011,Bozrah School District,Race/Ethnicity,White,0.00019589617502723558,0.88823297914207,0.000219726168781951,0.9268130405854964,0.00022033104739871656,0.7975575387505875,Jun-22,2022-07-22,1,Low Risk
130011,Bozrah School District,High Needs,Students Without High Needs,0.00011393961200563701,0.9086973632428177,0.000126997693883146,0.9477711244178315,0.00012787069715104087,0.8435885392202911,Jun-22,2022-07-22,1,Low Risk
130011,Bozrah School District,High Needs,Students With High Needs,0.00011993643369014423,0.887052341597796,0.00011691851182892804,0.890884896872921,0.00012787069715104087,0.7548144668858621,Jun-22,2022-07-22,1,Low Risk
140011,Branford School District,Unknown,All Students,0.005011343987686526,0.8327430145611965,0.005061765227628247,0.8675981370592156,0.005228927892730256,0.8393612024424613,Jun-22,2022-07-22,1,Low Risk
140011,Branford School District,Students With Disabilities,Students With Disabilities,0.000603680049573726,0.78236914600551,0.000614830105307294,0.8083832335329348,0.0006550914177122554,0.7914513856270551,Jun-22,2022-07-22,0,Medium Risk
140011,Branford School District,Free/Reduced Lunch,Free Meal Eligible,0.0013452869978911176,0.7319952774498231,0.0014836555983808802,0.7594810379241523,0.0015541207807588044,0.8186942226397376,Jun-22,2022-07-22,0,Medium Risk
140011,Branford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.00034581671713991585,0.8461235733963002,0.00035881888113015853,0.8835662009314706,0.00030688967316249804,0.8271488961953972,Jun-22,2022-07-22,1,Low Risk
140011,Branford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0017310825262610815,0.7567886658795748,0.0018827912077279106,0.7857618097139056,0.0019003552838139303,0.8201033348990139,Jun-22,2022-07-22,0,Medium Risk
140011,Branford School District,English Learners,English Learners,0.00029184532197935095,0.8681621408894133,0.00025802706058797916,0.8719228210246177,0.0002577086357967131,0.8111789572569288,Jun-22,2022-07-22,1,Low Risk
140011,Branford School District,Race/Ethnicity,All other races,0.000539713951605649,0.8823297914207004,0.0005200857939976455,0.9068529607451765,0.0005370569280343715,0.859088774072335,Jun-22,2022-07-22,1,Low Risk
140011,Branford School District,Race/Ethnicity,Black or African American,0.00015391842323568506,0.8248720975993704,0.00017134609492170492,0.8100465735196276,0.00015934656106514323,0.865664631282292,Jun-22,2022-07-22,1,Low Risk
140011,Branford School District,Race/Ethnicity,Hispanic/Latino of any race,0.0007136217804563582,0.7516725698543882,0.0006551468335241658,0.7588157019294748,0.00063345176127131,0.7937999060591832,Jun-22,2022-07-22,0,Medium Risk
140011,Branford School District,Race/Ethnicity,White,0.0034841533986986898,0.8425816607634791,0.003594236320534116,0.8855622089155024,0.0037810381526815467,0.8426491310474402,Jun-22,2022-07-22,1,Low Risk
140011,Branford School District,High Needs,Students Without High Needs,0.002736549628696791,0.8803620621802439,0.0026649357351352224,0.9208250166334002,0.002868238099172578,0.855800845467356,Jun-22,2022-07-22,1,Low Risk
